user_location,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
India,2009-05-11 12:25:51,10269747,193,116,True,2020-08-07 04:27:24,"#SushantSinghRajputDeathCase : #Sushant Waited For #SanjanaSanghi To Clear The #MeToo Allegations, Reveals Pavitra… https://t.co/sZkn1i5ql8","['SushantSinghRajputDeathCase', 'Sushant', 'SanjanaSanghi', 'MeToo']",Twitter Web App,False
"Delhi, India",2015-06-02 09:56:32,615,2313,1129,False,2020-08-07 04:20:25,Rhea Chakrabarty got into a relationship with Sushant Singh Rajput with ulterior motives of grabbing his money - sa… https://t.co/WaXnBWtOGN,,Twitter Web App,False
Kochi,2009-03-06 14:15:09,22220,419,239,True,2020-08-07 04:17:19,"#Sushant was accused of sexual harassment in October 2018..

https://t.co/fwIECcy7Dc",['Sushant'],TweetDeck,False
"Kolkata, India",2009-10-27 12:06:59,1459,1142,664,False,2020-08-07 03:09:17,Worth remembering what #Sushant stood for  https://t.co/M3L8maa6nv,['Sushant'],Twitter Web App,False
India ,2011-08-27 19:58:15,1092,1102,8844,False,2020-08-07 01:44:05,"#SushantTruthNow #CBIforShushant @shwetasinghkirt summon/bring  all accused  to Delhi.mumbai flooded 
[BREAKING] CB… https://t.co/dYxJWLYG90","['SushantTruthNow', 'CBIforShushant']",Twitter for Android,False
"Guwahati, India",2012-11-13 11:41:24,5,31,44,False,2020-08-07 01:04:28,"A small heartiest tribute to our beloved Sushant Singh Rajput... 
Video link: https://t.co/jlsnuMvA9G
.
.
.
.
.
.… https://t.co/DzF5zE3c88",,Twitter for Android,False
"Chennai, Tamil Nadu",2012-02-06 07:38:01,1187,375,46450,False,2020-08-06 22:28:47,"[BREAKING] CBI files FIR in Sushant Singh Rajput suicide case, names Rhea Chakraborty &amp; her family… https://t.co/MpIRgJr2Qv",,Twitter for Android,False
,2009-12-19 18:08:11,1231,947,23372,False,2020-08-06 18:23:43,"Media is still playing ""vulture""; only this time it is targetting other #Bollywood stars without proof, while in 20… https://t.co/L7Tr2LShOX",['Bollywood'],Twitter Web App,False
"Siliguri, India",2011-07-28 06:46:43,10,223,391,False,2020-08-06 18:12:06,"Times Now revealed, #RameshTaurani and Nikhil Advani and Uday Singh talked to #Sushant Singh Rajput on a conference… https://t.co/EYNzhaoyRt","['RameshTaurani', 'Sushant']",Twitter for Android,False
chennai/ tamil nadu/india,2012-03-12 13:45:08,33,254,110,False,2020-08-06 18:05:37,"SHOCKING UPDATE : Sushant Singh Rajput's Father Speaks Out 🔥🔥I #Sushant
#SushantRheaTwist
#SushanthSinghRajput… https://t.co/5zobGji4o8","['Sushant', 'SushantRheaTwist', 'SushanthSinghRajput']",Twitter for Android,False
,2019-03-01 14:23:32,121,29,12531,False,2020-08-06 17:28:56,Finally  Sushant Singh Rajput &amp; Riya's case is gone in ✋ hand Of higher Renk Police (  C. B. I.  ) now surely  SSR… https://t.co/8jM5Ka2GuF,,Twitter for Android,False
,2020-07-08 07:37:02,0,49,87,False,2020-08-06 16:10:33,@itsSSR @mastercardindia @ICICIBank #Sushant Singh Rajput our right to speech  is under threat. One citizen has been attested today!,['Sushant'],Twitter for Android,False
"Bengaluru South, India",2019-03-17 14:36:31,302,209,15766,False,2020-08-06 13:09:06,"#Sushant speaks to the last man who called Sushant Singh Rajput before his death. In 5 calls of over 12 minutes, a… https://t.co/YRsEG17qw6",['Sushant'],Twitter for Android,False
,2016-03-09 15:20:21,287,156,84524,False,2020-08-06 13:08:13,"@ConradkBarwa @Goth_Bharaai Hence the hatred against Bollywood now

#sushant was hardly a bigot.. infact he was lib… https://t.co/bx7nVb4dnu",['sushant'],Twitter Web App,False
,2016-04-27 06:31:12,12,31,1,False,2020-08-06 07:28:24,"hahaha Rhea Chakraborty request finally got accepted in Sushant Singh Rajput Case
https://t.co/iV9VzyAy1Y
#Sushant… https://t.co/bmwguziyFd",['Sushant'],Twitter Web App,False
,2020-01-08 14:37:39,2,39,2,False,2020-08-06 06:10:24,"hahaha Rhea Chakraborty request finally got accepted in Sushant Singh Rajput Case
https://t.co/ZFwh5dYChJ
#Sushant… https://t.co/yvKSmRP9wa",['Sushant'],Twitter Web App,False
"Tripura, India",2018-03-17 14:59:07,10,158,2175,False,2020-08-06 05:39:30,"We want justice for #sushant singh rajput sir 
We want justice for #disha salian 
We want they're murderer should be punish.(2/2)","['sushant', 'disha']",Twitter for Android,False
,2018-12-15 13:01:28,2,0,1,False,2020-08-06 05:36:32,"#RheaChakraborty request finally got accepted in #SushantSinghRajputCase
https://t.co/PKZ4oMpjEX
#SushantCoverup… https://t.co/lQp4tJeESB","['RheaChakraborty', 'SushantSinghRajputCase', 'SushantCoverup']",Twitter Web App,False
"Jamshedpur, India",2018-02-16 19:24:19,330,70,6071,False,2020-08-05 18:00:57,"A petition linking Sushant Singh Rajput's suicide with the death of his former manager, Disha Salian, has been file… https://t.co/jt64VWnbjl",,Twitter for Android,False
India,2009-06-01 08:52:08,1977304,381,141,True,2020-08-05 17:55:00,"Centre directs CBI probe in Sushant Singh Rajput death case, issues notification

#Sushant
#CBI

https://t.co/tnDCyGSuac","['Sushant', 'CBI']",TweetDeck,False
,2020-06-17 08:23:44,5,54,358,False,2020-08-05 16:37:49,"@pinkvilla #SUSHANT SINGH RAJPUT!!! 
ONLY SSR",['SUSHANT'],Twitter for Android,False
"New Jersey, USA🇱🇷",2020-05-24 15:18:26,21,10,351,False,2020-08-05 15:49:18,"@santhoshlee @itsSSR @eli_ode #SushantSinghRajput
#JusticeForSushantSinghRajput
#JusticeForDishaSalian 🙏🙏#Justice f… https://t.co/oF1vpPnwKU","['SushantSinghRajput', 'JusticeForSushantSinghRajput', 'JusticeForDishaSalian', 'Justice']",Twitter for Android,False
India,2009-05-02 20:51:21,928753,1491,6163,False,2020-08-05 14:43:00,BREAKING: #SupremeCourt passes an Important Ruling in '#SushantSinghRajput Death Case' and Investigation! Details… https://t.co/FTFBjLBecG,"['SupremeCourt', 'SushantSinghRajput']",Twitter Web App,False
New Delhi,2015-03-30 16:28:33,6,56,20,False,2020-08-05 14:41:52,Right Disha Salian Case should be investigated thoroughly. Then only Sushant Singh Rajput @itsSSR  have juistice. O… https://t.co/Z6wxmGt06M,,Twitter Web App,False
chennai/ tamil nadu/india,2012-03-12 13:45:08,33,254,110,False,2020-08-05 13:58:34,"SHOCKING UPDATE : Sushant Singh Rajput's Father Speaks Out 🔥🔥I #Sushant
#SushantRheaTwist
#SushanthSinghRajput… https://t.co/naEr6Okl35","['Sushant', 'SushantRheaTwist', 'SushanthSinghRajput']",Twitter for Android,False
World of Fans,2013-11-30 08:40:41,1219,235,845,False,2020-08-05 13:44:28,"Sushant Singh Rajput’s case handed over to CBI:
@itsSSR @SushantSinghraa 
.
#bollywood #sushantsightrajputfans… https://t.co/nRjZnnQGWw","['bollywood', 'sushantsightrajputfans']",Twitter Web App,False
chennai/ tamil nadu/india,2012-03-12 13:45:08,33,254,110,False,2020-08-05 13:28:18,"SHOCKING UPDATE : Sushant Singh Rajput's Father Speaks Out 🔥🔥I #Sushant
#SushantRheaTwist
#SushanthSinghRajput… https://t.co/ODw1PHXYDP","['Sushant', 'SushantRheaTwist', 'SushanthSinghRajput']",Twitter for Android,False
chennai/ tamil nadu/india,2012-03-12 13:45:08,33,254,110,False,2020-08-05 12:26:51,"SHOCKING UPDATE : Sushant Singh Rajput's Father Speaks Out 🔥🔥I #Sushant
#SushantRheaTwist
#SushanthSinghRajput… https://t.co/6LEcaJMVul","['Sushant', 'SushantRheaTwist', 'SushanthSinghRajput']",Twitter for Android,False
India,2009-05-02 20:51:21,928753,1491,6163,False,2020-08-05 12:00:00,BREAKING: #SupremeCourt passes an Important Ruling in '#SushantSinghRajput Death Case' and Investigation! Details… https://t.co/6kJ7iUBpTq,"['SupremeCourt', 'SushantSinghRajput']",Twitter Web App,False
"Mumbai, India",2018-02-15 17:19:42,40,529,2475,False,2020-08-05 11:28:23,Sushant Singh Rajput suicide/Murder: SC hears #RheaChakraborty's plea to transferof probe from Patna to Mumbai [LIV… https://t.co/e8z3ELkOV9,['RheaChakraborty'],Twitter for Android,False
"Haldia, India",2020-06-03 19:44:39,2,11,4,False,2020-08-05 11:11:19,#Sushant singh Rajput Backup dancer 🕺of DHOOM 🎬film... https://t.co/xDOV9C5iTr,['Sushant'],Twitter for Android,False
bengaluru via dubai & toronto,2013-02-10 18:23:43,944,1328,388,False,2020-08-05 09:31:10,"#mumbai puts #bihar police officer investigating #Sushant case under #quarantine 

Zee News English (… https://t.co/GLbfn6vXLF","['mumbai', 'bihar', 'Sushant', 'quarantine']",LinkedIn,False
"Mumbai, India",2017-03-29 10:23:35,30,210,400,False,2020-08-05 09:21:23,"Yay!!! Finally a good news on late Sushant Singh Rajput Case. The case handed over to CBI, its a big news for Susha… https://t.co/Cfh6U9QoIr",,Twitter for iPhone,False
"Mumbai, India",2019-07-02 08:04:00,60,123,392,False,2020-08-05 09:20:55,We Want CBI Enquiry for Shushant Singh Rajput Case. #JusticeforSSR #SushantSinghRajput #Sushant @PMOIndia @AmitShah… https://t.co/meKWC4MfO3,"['JusticeforSSR', 'SushantSinghRajput', 'Sushant']",Twitter Web App,False
"Mumbai, India",2019-07-02 08:04:00,60,123,392,False,2020-08-05 09:15:29,We Want CBI Enquiry for Shushant Singh Rajput Case. #JusticeforSSR #SushantSinghRajput #Sushant @PMOIndia @AmitShah… https://t.co/tSUmiLUSGt,"['JusticeforSSR', 'SushantSinghRajput', 'Sushant']",Twitter Web App,False
,2020-06-24 12:22:34,29,48,566,False,2020-08-05 09:09:02,"Hello Everyone,I am Gaurav Soni from Jaipur India, and I want justice for #Sushant Singh Rajput Case!
#SCForSushant… https://t.co/ZNoJTOKiXg","['Sushant', 'SCForSushant']",Twitter Web App,False
"Tripura, India",2018-03-17 14:59:07,10,158,2175,False,2020-08-05 08:51:56,@akshaykumar @aanandlrai @cypplOfficial #sushant singh rajput sir murderer wah. But you won't be able to. No matter… https://t.co/l4CiB1lKQP,['sushant'],Twitter for Android,False
"Tripura, India",2018-03-17 14:59:07,10,158,2175,False,2020-08-05 08:47:30,"@akshaykumar @aanandlrai @cypplOfficial And you can be a friend with isi agent aneel mussarat, yiu you can support… https://t.co/3CQ6C6XTVJ",,Twitter for Android,False
"Tripura, India",2018-03-17 14:59:07,10,158,2175,False,2020-08-05 08:40:57,@akshaykumar @aanandlrai @cypplOfficial #sushant singh rajput sir murder death case? You didn't need to post this f… https://t.co/v6E22aRaK8,['sushant'],Twitter for Android,False
"Tripura, India",2018-03-17 14:59:07,10,158,2175,False,2020-08-05 08:34:26,@akshaykumar @aanandlrai @cypplOfficial After seeing and hearing you has also snatched movies from #sushant singh r… https://t.co/eZxdQMVM6T,['sushant'],Twitter for Android,False
India,2020-04-27 15:12:22,74,67,227,False,2020-08-05 08:17:24,"Sushant Singh Rajput's case is now finally handed over to CBI, claims centre #SSRcase #CBIMustForSushant… https://t.co/KjkTkcucLw","['SSRcase', 'CBIMustForSushant']",Twitter for Android,False
"MUMBAI,  India",2010-06-29 07:50:53,531,141,1042,False,2020-08-05 07:03:41,Breaking : #CBI to probe #Sushant Singh Rajput's suicide.,"['CBI', 'Sushant']",Twitter for Android,False
,2020-07-22 21:05:25,2,8,19,False,2020-08-05 05:25:37,"@MithunS59655171 YES YOU ARE RIGHT, IT SHOWS THERE IS A MYSTERIOUS CONNECTION IN BETWEEN #DISHA AND #SUSHANT SINGH… https://t.co/8EcfOCOZV2","['DISHA', 'SUSHANT']",Twitter for Android,False
Ludhiana (INDIA) ,2011-09-01 17:13:29,185,219,9861,False,2020-08-05 05:24:22,I think a seperate news channel (each one in English &amp; Hindi) is required to reserved for keeping the viewers updat… https://t.co/gaa8wIds0B,,Twitter Web App,False
,2010-06-20 07:49:05,324,190,19629,False,2020-08-05 04:44:55,"#SidharthPithani
Is changing statements so not trust worthy #DemocracyDemandCBIForSSR
#SushantSinghRajput #sushant… https://t.co/RxLTsLEiu4","['SidharthPithani', 'DemocracyDemandCBIForSSR', 'SushantSinghRajput', 'sushant']",Twitter for Android,False
,2020-04-05 15:07:57,21,16,23,False,2020-08-05 01:01:25,Actor Rhea Chakraborty's lawyer says Bihar govt can't recommend CBI probe in actor #Sushant Singh Rajput's death wh… https://t.co/JQOP3HgWuI,['Sushant'],Twitter for Android,False
,2020-07-17 02:17:46,1,10,68,False,2020-08-05 00:45:01,IIFA ROCKS 2017 | Sushant Singh Rajput | Bollywood Actor | IIFA Awards N... https://t.co/Xnbe8I9RVJ via @YouTube #… https://t.co/0SjVChSgst,,Twitter for iPhone,False
,2019-01-28 21:41:30,0,4,39,False,2020-08-04 23:53:30,@alok_ajay Its already clear to the people that its a murder - A Planned Murder. Mumbai police might be under press… https://t.co/AWlExGY88f,,Twitter for Android,False
East Finchley,2013-10-31 00:13:35,173,176,8035,False,2020-08-04 18:23:50,Let’s do this for #Sushant Singh Rajput. https://t.co/vaTkTNSb62,['Sushant'],Twitter for iPhone,False
,2020-07-12 03:17:05,2,40,56,False,2020-08-04 17:51:21,"#Disha Muder Case Investigation
#Sushant Singh Rajput Muder Case Investigation

@AmitShah 
@narendramodi 
@CBItweets","['Disha', 'Sushant']",Twitter Web App,False
"Silchar, India",2015-01-02 10:43:23,6,55,1042,False,2020-08-04 17:47:40,@OfficalKangana Tomorrow is a big Day. While Lord Ram coming home after thousands years of exile. And the Supreme C… https://t.co/uPoDIZnMGg,,Twitter for Android,False
"Silchar, India",2015-01-02 10:43:23,6,55,1042,False,2020-08-04 17:47:28,@shekharsuman7 Tomorrow is a big Day. While Lord Ram coming home after thousands years of exile. And the Supreme Co… https://t.co/OuPyMLFbhz,,Twitter for Android,False
"Silchar, India",2015-01-02 10:43:23,6,55,1042,False,2020-08-04 17:45:25,@ishkarnBHANDARI Tomorrow is a big Day. While Lord Ram coming home after thousands years of exile. And the Supreme… https://t.co/M3xOJmI6v6,,Twitter for Android,False
,2019-08-12 21:41:59,6,323,334,False,2020-08-04 17:12:37,@samant_uday CBI Enquiry for @itsSSR  #Sushant singh rajput case,['Sushant'],Twitter for Android,False
,2020-07-15 18:36:45,12,16,230,False,2020-08-04 16:33:36,"He had tweeted that ""people living in a house of glasses shouldn't be pelting stones onto other's houses"" in a load… https://t.co/Hr23VPq69m",,Twitter Web App,False
"New Delhi, India",2011-02-01 07:31:18,2951934,1,0,True,2020-08-04 16:05:34,"SC scheduled to hear tomorrow plea of Bollywood actress Rhea Chakraborty seeking transfer of FIR, accusing her of a… https://t.co/aQ2YW3j2IU",,PTI_Tweets,False
"Bhubaneshwar, India",2016-06-08 06:17:37,32835,244,690,False,2020-08-04 15:49:34,Maharashtra minister Aaditya Thackeray says he and his family are being targeted for no reason in actor #Sushant Si… https://t.co/A6yM4rRNhC,['Sushant'],Twitter Web App,False
"New Delhi, India",2011-02-01 07:31:18,2951934,1,0,True,2020-08-04 15:46:53,Maharashtra minister Aaditya Thackeray says he and his family are being targeted for no reason in actor #Sushant Si… https://t.co/Fj7iRYDECR,['Sushant'],PTI_Tweets,False
"Rajgir, India",2019-01-15 15:54:48,432,0,3163,False,2020-08-04 14:43:23,Sushant Singh Rajput memories #Sushant #SSR #ssrfans https://t.co/ffSuimM1K6 via @YouTubeIndia,"['Sushant', 'SSR', 'ssrfans']",Twitter for Android,False
"New Delhi, India",2020-07-15 00:01:18,22,47,264,False,2020-08-04 14:31:51,Maharashtra minister and Shiv Sena leader Anil Parab says Bihar govt's move to recommend CBI probe into actor… https://t.co/wI7ZC4rOJz,,Twitter Web App,False
"New Delhi, India",2011-02-01 07:31:18,2951934,1,0,True,2020-08-04 14:30:12,Maharashtra minister and Shiv Sena leader Anil Parab says Bihar govt's move to recommend CBI probe into actor… https://t.co/EpfbPpmJtC,,PTI_Tweets,False
,2012-01-21 16:23:26,22913,109,91,True,2020-08-04 13:58:53,#SushantSinghRajput: #Maharashtra minister and #ShivSena Leader #AnilParab on Tuesday said the #Bihar government's… https://t.co/DtjCpNCltV,"['SushantSinghRajput', 'Maharashtra', 'ShivSena', 'AnilParab', 'Bihar']",Twitter Web App,False
Virtual Global,2020-06-05 15:52:11,209,169,27,False,2020-08-04 13:33:21,Sushant Singh Rajput – A Victim of Self or Abetment https://t.co/lnZAJnxxTF #SushantCoverup… https://t.co/0Q7gBsGHiU,['SushantCoverup'],Twitter Web App,False
,2012-01-21 16:23:26,22913,109,91,True,2020-08-04 13:32:16,"#SushantSinghRajput: Actress @renukash has called out #AmrutaFadnavis, wife of former #Maharashtra CM @Dev_Fadnavis… https://t.co/TGql1DGTTQ","['SushantSinghRajput', 'AmrutaFadnavis', 'Maharashtra']",Twitter Web App,False
,2020-08-04 08:42:14,0,11,17,False,2020-08-04 12:59:35,@zeerajasthan_ #sushant singh rajput today 53rd day of death https://t.co/2cd4reOTDx,['sushant'],Twitter Web App,False
,2020-06-30 13:41:43,4,16,194,False,2020-08-04 12:55:54,We want justice for #Sushant singh Rajput for C.B.I ENQUIRY NO CBI NO VOTE 😡😡 @PMOIndia @AmitShah @Kangana_Ra… https://t.co/NWFbQBL4xF,['Sushant'],Twitter for Android,False
,2012-01-21 16:23:26,22913,109,91,True,2020-08-04 12:30:43,"#SushantSinghRajput: ""Better late than never,"" said the 
@LJP4India in its reaction to the #Bihar government's deci… https://t.co/q2c578y5rd","['SushantSinghRajput', 'Bihar']",Twitter Web App,False
india,2020-05-18 11:04:47,4,42,17,False,2020-08-04 11:10:48,Actor Rhea Chakraborty's lawyer says Bihar govt can't recommend CBI probe in actor #Sushant Singh Rajput's death wh… https://t.co/L1IcT5dYFr,['Sushant'],Twitter Web App,False
,2015-02-01 17:34:18,163943,261,943,True,2020-08-04 10:31:21,Actor Rhea Chakraborty's lawyer says Bihar govt can't recommend CBI probe in actor #Sushant Singh Rajput's death wh… https://t.co/wEQ0XydTXf,['Sushant'],Twitter Web App,False
,2020-05-23 14:51:00,82,411,1068,False,2020-08-04 10:28:02,"#sushant Singh Rajput
Thanks for supporting @ips_gupteshwar",['sushant'],Twitter for Android,False
,2020-04-11 18:19:42,2,9,20,False,2020-08-04 09:59:47,"https://t.co/i8uvDKDwTQ
Please check this vid.. U guys will get to know how suraj pancholi is one of the culprit re… https://t.co/I8hL0zVks5",,Twitter for Android,False
"New Delhi, India",2011-02-01 07:31:18,2951934,1,0,True,2020-08-04 09:58:10,Ruling NCP and Congress in Maharashtra slam Bihar govt for recommending CBI probe into death of actor #Sushant Sing… https://t.co/DVZs3gRmN6,['Sushant'],PTI_Tweets,False
India,2009-05-02 20:51:21,928753,1491,6163,False,2020-08-04 09:56:47,"Sushant Singh Rajput death mystery deepens as unknown details emerge!

#Sushant #SSR   
  
https://t.co/FiWng8vKaP","['Sushant', 'SSR']",Twitter Web App,False
"New Delhi, India",2012-01-11 19:29:17,206,267,5601,False,2020-08-04 09:56:19,Actor Rhea Chakraborty's lawyer says Bihar govt can't recommend CBI probe in actor #Sushant Singh Rajput's death wh… https://t.co/4WgJ02yr9E,['Sushant'],Twitter Web App,False
"New Delhi, India",2011-02-01 07:31:18,2951934,1,0,True,2020-08-04 09:54:50,Actor Rhea Chakraborty's lawyer says Bihar govt can't recommend CBI probe in actor #Sushant Singh Rajput's death wh… https://t.co/Q92t0RuOXT,['Sushant'],PTI_Tweets,False
,2020-06-08 08:21:30,3,20,374,False,2020-08-04 09:40:36,@narendramodi Uncle g take ur interest in #sushant singh rajput case,['sushant'],Twitter for Android,False
"Raipur, India",2018-12-16 16:09:01,34,15,1179,False,2020-08-04 09:18:51,@miss_agnihotri @ItsMansi2 @SharmaShivani06 @Swamy39 @ishkarnBHANDARI @audaciousjourny @Beingrealbeing… https://t.co/NXHrRMPun1,,Twitter for Android,False
,2019-12-14 18:25:53,25,134,971,False,2020-08-04 08:42:22,"👉👉 #Retweet For Sushant Singh Rajput 👈👈

#Sushant #mumbairain #JusticeForSushant #BiharPolice #MumbaiPolice #SSR… https://t.co/yyJQaI0MRw","['Retweet', 'Sushant', 'mumbairain', 'JusticeForSushant', 'BiharPolice', 'MumbaiPolice', 'SSR']",Twitter for Android,False
"Based in Chennai, India",2013-11-13 07:58:26,3051,151,3,True,2020-08-04 08:10:01,#BiharPolice team recorded the statement of #Sushant's friend and creative content manager #SiddharthPithani in con… https://t.co/g6a5FHippR,"['BiharPolice', 'Sushant', 'SiddharthPithani']",Buffer,False
"Sasaram, India",2020-07-30 05:52:51,2,80,62,False,2020-08-04 06:38:03,"###Sushant singh rajput should get justice beg our govt ...
https://t.co/PFg2Zki2tx",['Sushant'],Twitter for Android,False
,2009-07-02 14:33:00,38,70,94,False,2020-08-04 06:22:13,@iRaviTiwari @ips_gupteshwar @MLANirajBablu @NavbharatTimes @ZeeNews @republic @opsinghips @News18Bihar… https://t.co/m7UqcZ9ufo,,Twitter for Android,False
,2019-04-26 09:45:24,4,51,789,False,2020-08-04 06:13:27,@AUThackeray @mybmc I know so he is silent still Sushant Singh Rajput death mystery no words for his justice… https://t.co/RSNkFTKkNI,,Twitter for Android,False
"Etawah, India",2020-08-03 06:34:52,1,12,0,False,2020-08-04 04:55:48,@NitishKumar we request to government of Bihar that #sushant singh rajput cash should hand over to #CBI so that fam… https://t.co/eUJR2m9T2p,"['sushant', 'CBI']",Twitter Web App,False
,2019-04-15 10:47:47,2,9,36,False,2020-08-04 04:36:27,@MumbaiPolice justice #SUSHANT SINGH RAJPUT #@CBI.,['SUSHANT'],Twitter for Android,False
,2019-07-13 05:12:05,1,71,99,False,2020-08-04 04:09:46,@narendramodi Justice for #Sushant Singh Rajput,['Sushant'],Twitter for Android,False
